,account_value,date,daily_return
0,1000000.0,2018-04-04,
1,1000523.3260732652,2018-04-05,0.0005233260732651
2,987702.2250133516,2018-04-06,-0.0128143949529216
3,987641.463096428,2018-04-09,-6.151845706592329e-05
4,1005869.4659383928,2018-04-10,0.0184560931502579
5,997756.3762243424,2018-04-11,-0.0080657480804245
6,1008775.6053865588,2018-04-12,0.0110440077606064
7,1000697.4527452624,2018-04-13,-0.0080078786582085
8,1013487.3626688158,2018-04-16,0.0127809957829574
9,1027740.8748052752,2018-04-17,0.0140638281852134
10,1025783.7199152148,2018-04-18,-0.0019043271879511
11,1014911.9914644395,2018-04-19,-0.0105984607083389
12,1008974.9401567612,2018-04-20,-0.0058498188587874
13,1009301.8651827011,2018-04-23,0.0003240169928195
14,994752.6199663316,2018-04-24,-0.0144151573659639
15,998193.9075620804,2018-04-25,0.0034594405952561
16,1010726.6807382738,2018-04-26,0.0125554494785511
17,1013534.374433342,2018-04-27,0.0027778960905806
18,1000961.746631447,2018-04-30,-0.0124047374406264
19,1001850.966104332,2018-05-01,0.0008883650907516
20,992834.1604593432,2018-05-02,-0.0090001466785529
21,992414.636506859,2018-05-03,-0.0004225518915365
22,1006593.7772806322,2018-05-04,0.0142875167819789
23,1009737.6706445848,2018-05-07,0.0031232990257956
24,1010240.6342504655,2018-05-08,0.0004981131441392
25,1027615.0869520342,2018-05-09,0.0171983308852541
26,1036442.3377626572,2018-05-10,0.0085900362136617
27,1038244.581266228,2018-05-11,0.001738874839348
28,1040303.2075613176,2018-05-14,0.001982795125768
29,1030800.6730173264,2018-05-15,-0.0091343893539144
30,1036688.7231901324,2018-05-16,0.0057121132406428
31,1036603.00424749,2018-05-17,-8.268532368949089e-05
32,1036780.5001180804,2018-05-18,0.0001712283968529
33,1046715.3916013872,2018-05-21,0.0095824443864207
34,1040014.7034910356,2018-05-22,-0.0064016333036815
35,1046787.3520868456,2018-05-23,0.0065120700438907
36,1046626.0007608568,2018-05-24,-0.0001541395448341
37,1044420.7071073686,2018-05-25,-0.0021070503235014
38,1031590.4230631028,2018-05-29,-0.0122845937053475
39,1047831.1401479876,2018-05-30,0.0157433771405719
40,1033608.8663557208,2018-05-31,-0.0135730589093374
41,1043948.9057500992,2018-06-01,0.0100038222687033
42,1052769.932731453,2018-06-04,0.0084496730948873
43,1050712.8217867052,2018-06-05,-0.0019539985715688
44,1064594.8797605669,2018-06-06,0.0132120382334877
45,1057670.5078180467,2018-06-07,-0.0065042318671281
46,1062794.8960817491,2018-06-08,0.0048449760353759
47,1063329.0332639848,2018-06-11,0.0005025778578773
48,1065601.2461946642,2018-06-12,0.0021368860057404
49,1057780.0421255266,2018-06-13,-0.0073397099497279
50,1058586.7823885118,2018-06-14,0.000762672985741
51,1057662.680614296,2018-06-15,-0.0008729579752834
52,1054932.9644468462,2018-06-18,-0.0025808948519054
53,1047260.0136049424,2018-06-19,-0.0072734013444417
54,1050956.078170601,2018-06-20,0.0035292711625032
55,1045683.7755430376,2018-06-21,-0.005016672663182
56,1045736.919874016,2018-06-22,5.082256435584576e-05
57,1032053.1633489764,2018-06-25,-0.0130852762917543
58,1032909.4489954148,2018-06-26,0.000829691412078
59,1020160.6437566913,2018-06-27,-0.0123426165295738
60,1025840.1057184372,2018-06-28,0.0055672231589252
61,1025351.6672189868,2018-06-29,-0.0004761351176737
62,1026965.6966646347,2018-07-02,0.0015741228080565
63,1021427.1322553788,2018-07-03,
64,1028588.5691760044,2018-07-05,0.0070112068638834
65,1035950.1637677662,2018-07-06,0.0071569865856657
66,1048103.1827120258,2018-07-09,0.0117312775935658
67,1052523.5589857283,2018-07-10,0.0042175010501015
68,1044461.1668384714,2018-07-11,-0.0076600586071693
69,1050863.0737677317,2018-07-12,0.0061293872213923
70,1052554.571976163,2018-07-13,0.001609627601022
71,1052375.5081229487,2018-07-16,-0.0001701231061854
72,1061230.01675653,2018-07-17,0.0084138300114704
73,1071700.9964280291,2018-07-18,0.0098668333030214
74,1071582.050421273,2018-07-19,-0.0001109880527798
75,1067061.637317506,2018-07-20,-0.0042184479499169
76,1066281.7135076458,2018-07-23,-0.0007309079275127
77,1064459.384771627,2018-07-24,-0.001709049975193
78,1069582.793756055,2018-07-25,0.004813155915317
79,1078377.6991455758,2018-07-26,0.0082227438968383
80,1077299.324449994,2018-07-27,-0.0009999972147384
81,1076131.0914781145,2018-07-30,-0.0010844088967345
82,1080072.921081279,2018-07-31,0.0036629641447774
83,1079789.4635239958,2018-08-01,-0.000262442981164
84,1079871.3392504398,2018-08-02,7.582563935826236e-05
85,1080715.539446744,2018-08-03,0.0007817599797492
86,1081177.6260456708,2018-08-06,0.0004275746781279
87,1082100.1537448207,2018-08-07,0.0008532619219323
88,1080874.3487043658,2018-08-08,-0.0011328018355905
89,1081416.13804766,2018-08-09,0.000501250995496
90,1077087.533502872,2018-08-10,-0.0040027186505675
91,1075825.5042452044,2018-08-13,-0.0011717053799361
92,1082302.7979447434,2018-08-14,0.0060207660758921
93,1077062.5384433854,2018-08-15,-0.004841768413894
94,1083105.1158866957,2018-08-16,0.00561023824303
95,1084807.0579936518,2018-08-17,0.0015713545084339
96,1087167.337285607,2018-08-20,0.002175759527524
97,1092379.2267343812,2018-08-21,0.0047940084934736
98,1092520.601540732,2018-08-22,0.000129419164051
99,1090864.269333859,2018-08-23,-0.0015160649643926
100,1097950.4066154505,2018-08-24,0.0064958927345915
101,1102772.1411945482,2018-08-27,0.004391577752552
102,1104568.0935070403,2018-08-28,0.0016285796905848
103,1109292.657371865,2018-08-29,0.0042772952546761
104,1091699.605896397,2018-08-30,-0.0158597024496216
105,1097272.3215867009,2018-08-31,0.0051046237080283
106,1099887.0010440594,2018-09-04,0.0023828901959157
107,1103457.217655494,2018-09-05,0.003245984913037
108,1105594.4865516124,2018-09-06,0.0019368842415652
109,1102560.8017338444,2018-09-07,-0.0027439398935771
110,1109330.230842382,2018-09-10,0.006139733153847
111,1110654.5384329066,2018-09-11,0.0011937902291898
112,1114852.5248314464,2018-09-12,0.003779740912474
113,1112482.5600377948,2018-09-13,-0.0021258101326091
114,1116523.472048781,2018-09-14,0.0036323374011806
115,1112262.0279731583,2018-09-17,-0.0038167080068661
116,1115763.6109238649,2018-09-18,0.0031481637084089
117,1112346.494417491,2018-09-19,-0.0030625810636939
118,1113745.8288721072,2018-09-20,0.0012580023056119
119,1112117.127282248,2018-09-21,-0.0014623638065683
120,1101453.395851298,2018-09-24,-0.0095886765605434
121,1101803.8680903935,2018-09-25,0.0003181907109421
122,1094047.7800994536,2018-09-26,-0.0070394452366396
123,1087612.3218247066,2018-09-27,-0.0058822460881571
124,1092089.6005250392,2018-09-28,0.0041166127033398
125,1093979.9485894083,2018-10-01,0.0017309459438681
126,1089422.1917172314,2018-10-02,
127,1083841.3939042543,2018-10-03,-0.0051227135406338
128,1073874.9498500477,2018-10-04,-0.0091954820237168
129,1067235.9066220508,2018-10-05,-0.0061823243282879
130,1065147.4319545228,2018-10-08,-0.0019569006763821
131,1056405.1210504528,2018-10-09,-0.0082076064231109
132,1025444.0714982488,2018-10-10,-0.0293079320946659
133,1002810.443122232,2018-10-11,-0.0220720261641839
